,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
0,18 Brookfield Rd | House For Sale,C5074734,for sale,Residential House,,20210104,,,"6,280,000",5,7,1,5000+,N,,,,"*Hoggs Hollow Hidden Jewel**Truly Elegant*56X295Ft Ravine Lot W/Lg Table Land*Spectacular/Luxurious 4558Sf(1st/2nd)+Apx 2400Sf Of Bsmt*Completely Redone W/World Class Materials&amp;Designer Deco*Impeccable Craftsmanship W/Superb Flr Plan*Exquisite Millwork/Built-In Shelves/Panelling/C-Speakers*H-Ceiling At All Lvls*Breathtaking Million Dollars Muskoka Cottage Setting Bkyd/Tranquil-Priv/Treed W/Heated Swimming Pool/Stone Deck/Built In Bbq*Allows All Season Parties *Paneled Refrigerator,Gas Stove,Paneled B/I Dishwasher,Range Hood,F/L Washer/Dryer,Gas Fireplaces,Cvac,B/I Outdr Bbq W/Stone Patio,Designer Quality Swimming Pool,Halogen Lits,Hardwood Floor,Panelled Lib-Shelves,Inclusions/Exclusions(Sch D)""",https://www.realmaster.com/en/toronto-on/18-brookfield-rd/bridle-path-sunnybrook-york-mills-TRBC5074734?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"18 Brookfield Rd, Toronto, Ontario, M2P1A9"
4348,1960 Queen St E 405 | Apartment For Sale,E5075619,for sale,Residential Apartment,4,20210105,,,"1,399,000",2,2,1,1200-1399,Sw,Owned16,Owned,1059.92,"Luxurious Beach Living In A Corner Suite At The Coveted Lakehouse Condos. Fall In Love With The Carefully Designed Space, Open Concept Living &amp; Exceptional Finishes. Custom Built-Ins In Both The Sun-Soaked Living/Dining Area And A Master Bedroom With Ensuite &amp; Walk-In Closet. Access The Balcony From Both The Master &amp; Living Room To Enjoy The Spectacular South-West View Of The City Skyline. A Short Walk To The Best Schools, Restaurants &amp; The Beach Boardwalk. Stainless Steel Fridge, B/I Dishwasher, Gas Cooktop, B/I Oven, Full Size Washer/Dryer, Custom B/I Shelving In Living/Dining Room And Master Bedroom, Parking, Double Bike Rack And Large Locker. Excluded: Media Systems And Speakers.""",https://www.realmaster.com/en/toronto-on/1960-queen-st-e/405-the-beaches-TRBE5075619?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"405 1960 Queen St E, Toronto, Ontario, M4L1H8"
4349,1173 Dundas St E 240 | Apartment For Sale,E4997939,for sale,Residential Apartment,3,20201120,,,"1,345,000",1,1,0,1400-1599,Ns,Owned66,None,822.32,"Renovated Hard Loft, Steps To Leslieville! A Contemporary Open Concept 1480 Sq Ft Live/Work Space At The I-Zone Lofts. The Main Floor Has 11Ft Ceilings Over A Combined Living, Dining, Kitchen With Large Center Island With Seating For 4, Principal Bedroom And Spa Like 6Pc Bathroom. 2nd Level Walkout To Terrace Has Bright Workspace With Views Of The Sky.. Very Cool Urban Space Where Elevator Is Not Needed; Walk Up To 2nd Floor. Wide And Spacious Hallways.  Included: Ss Fridge, Ss Stove, Ss Microwave, Ss Dw, Washer/Dryer, All Elf's, All Window Coverings, Tv Mount. Art In Loft Is For Sale.""",https://www.realmaster.com/en/toronto-on/1173-dundas-st-e/240-south-riverdale-TRBE4997939?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"240 1173 Dundas St E, Toronto, Ontario, M4M3P1"
4350,100 Harbour St 2503 | Apartment For Sale,C5072984,for sale,Residential Apartment,20,20210101,,,"699,000",1,1,0,500-599,N,None,None,408.49,"Prime Downtown Location - Harbour Plaza Built By Menkes. 1 Bedroom With Semi Ensuite Unit. Open Concept Layout With Skyline View Of Toronto. Modern Finishes With Laminate Flooring Thru-Out. Built-In Appliances &amp; Centre Island. Direct Access To The Path Network. Minutes To Union Station, Harbourfront, Cn Tower, Rogers Centre, Scotiabank Arena, Shops &amp; Restaurants. 24 Hour Concierge &amp; Great Amenities. Built-In Fridge, Electric Glass Cooktop, Built-In Oven, Built-In Dishwasher, Microwave &amp; Range Hood. Washer &amp; Dryer. All Existing Light Fixtures &amp; All Window Coverings.""",https://www.realmaster.com/en/toronto-on/100-harbour-st/2503-waterfront-communities-c1-TRBC5072984?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"2503 100 Harbour St, Toronto, Ontario, M5J 0B5"
4351,140 Simcoe St 1406 | Apartment For Sale,C4954634,for sale,Residential Apartment,14,20201015,,,"599,000",1,1,0,500-599,N,None,Owned,360,"Built By Tarion's Condo Builder Of The Year Award Winner Plaza! The Epitome Of Luxury Living In The Heart Of The City. Featuring A 1 Bedrm Suite, Stainless Steel Appliances, Granite Countertops, Balcony.. It Is Ready To Call Home. Elegant Building W/Rooftop Terrace, Exercise Rm, 24Hr Concierge. Stainless Steel Appliances, Granite Countertops, All Elfs, Window Covering, Locker""",https://www.realmaster.com/en/toronto-on/140-simcoe-st/1406-waterfront-communities-c1-TRBC4954634?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"1406 140 Simcoe St, Toronto, Ontario, M5H 3G4"
4352,37 Flempton Cres | House For Sale,E5087398,for sale,Residential House,,20210118,,,"1,299,000",4,5,2,,N,,,,"Fully Renovated!! Spent Lots Of $$$. Don't Miss This Gem. Huge Pie Shaped Lot With Extended Multi Leveled Deck, Double Garage, 8 Cars Private Driveway. Kitchen With Beautiful Quartz Counter &amp; Stunning Backsplash, All Brand New S/S Appliances With High Graded O/R Vent Fan On Mail Floor &amp; Basement Apartments, Renovated Bathrooms With Quartz Vanity, Pot Lights Throughout. Multiple Entrance W/ Closeted Foyer, Covered Front Porch Not To Mention New Door &amp; Windows Stunning Family Room W/ 9 Ft Ceiling, California Shutters. W/O To Brand New Deck &amp; Impressive Backyard. Potential Income Property, Mins Walk To School, Park, Ttc, Kennedy Subway, And Lrt (Under Construction). Hot Water Tank Owned.""",https://www.realmaster.com/en/toronto-on/37-flempton-cres/ionview-TRBE5087398?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"37 Flempton Cres, Toronto, Ontario, M1K3B3"
4353,235 Grandravine Dr 711 | Apartment For Sale,W5077047,for sale,Residential Apartment,7,20210106,,,"349,000",2,1,0,1000-1199,S,Exclusive,Owned,609.2,"One Of The Largest Unit In Building. Very Bright &amp; Spacious, W/Large Balcony &amp; Clear View.Large Living &amp; Dining Rms. Separate Eat-In Kitchen W/Large Window. S/S Appliances. One Full Wshr.Very Spacious Bdrms. Underground Parking &amp; Locker Included. Low Maint. Fee Includes All Utilities &amp; Prop. Taxes. Park &amp; Ttc In Front Of Building. Everything Is Close By: York University, Schools, Shops, Community Center, New Subway Station Finch West. Live Or Invest! Parking, Locker. Gym, Sauna, Library. Incl.: All Existing Appliances, Washer, Existing Elf's &amp; Window Covers.""",https://www.realmaster.com/en/toronto-on/235-grandravine-dr/711-glenfield-jane-heights-TRBW5077047?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"711 235 Grandravine Dr, Toronto, Ontario, M3N1J2"
4354,180 University Ave 4408 | Apartment For Sale,C5087627,for sale,Residential Apartment,28,20210118,,,"1,849,900",2,3,0,1400-1599,E,Owned14,Owned,1398.97,"Welcome To The Luxurious Shangri-La Residences Located In The Heart Of Downtown. This Magnificent Two Bedroom Suite On A High 44th Floor Boasts 1,414 Sq Ft Of Well Appointed Living Space + A Spacious East Facing Balcony With Fabulous City Views. Enjoy 5-Star Hotel Services; Valet Parking, Chauffeur Service, 24Hr Concierge &amp; Security, Spa, And One Of T.O's Finest Fitness And Swimming Facilities. Check Virtual Tour For More Info. Showings Available. Subzero Fridge/Freezer, Miele Dishwasher, Miele Oven, Miele Gas Cooktop, Miele Convection Oven, Bosch F/L Washer &amp; Dryer, Window Coverings, All Elfs, One Underground Parking Spot. Move-In Ready:""",https://www.realmaster.com/en/toronto-on/180-university-ave/4408-university-TRBC5087627?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"4408 180 University Ave, Toronto, Ontario, M5H0A2"
4355,150 Fairview Mall Dr #411 | Apartment For Sale,C5074960,for sale,Residential Apartment,4,20210104,,,"580,000",1,2,0,600-699,N,None40,Owned,479.73,"Amazing Location Direct Across From Fairview Mall, Modern 1 Bedroom + 1 Oversize Den And 2 Full Washrooms. Unit Features 10 Ft Ceiling, Laminate Flooring Throughout, Quartz Counters. Easy Access To 401/404/Dvp And Close To Amenities, Shopping Mall, Library, Transit. Extras: Stainless Steel Appliances, Fridge, Stove, Microwave, Ensuite Laundry, All Electrical Light Fixtures, All Window Coverings.""",https://www.realmaster.com/en/toronto-on/150-fairview-mall-dr/411-don-valley-village-TRBC5074960?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"#411 150 Fairview Mall Dr, Toronto, Ontario, M2J4T1"
4356,42 Charles St E 3908 | Apartment For Sale,C5087995,for sale,Residential Apartment,39,20210118,,,"899,999",2,1,0,600-699,Ne,None,None,393.72,"Steps To Bloor/Yonge Subway. Heart Of Downtown Toronto! Corner Unit W/ Huge Wrap Around Balcony. Filled W/ Natural Light. Window Walls. Split Bdrm Layout. Open Concept Kitchen To Living/Dining. Granite Countertop &amp; S/S Kitchen Appliances, Foyer W/Closet. Frosted Doors Utilized Throughout. Wide Plank Flooring. Chic 20Ft High Ceilings In Lobby, Two Levels Of Hotel Inspired State Of The Art Amenities. Fully Equipped Gym.Outdoor Pool. Stainless: Fridge/Freezer, Stove And Microwave, Dishwasher; Washer/Dryer, Blinds, And Newly Installed Light Fixtures In The Foyer""",https://www.realmaster.com/en/toronto-on/42-charles-st-e/3908-church-yonge-corridor-TRBC5087995?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"3908 42 Charles St E, Toronto, Ontario, M4Y0B7"
4357,235 Grandravine Dr 1204 | Apartment For Sale,W5087917,for sale,Residential Apartment,12,20210118,,,"359,800",2,1,0,800-899,N,Exclusive,None,608.2,"Gorgeous Renovated Corner Unit, 2 Bedrooms And 1 Bathroom, In A Well Maintained Building! Newer Kitchen With New Quartz Counter Top In Place, En-Suite  Washer And Dryer  Updated Bathroom, Updated Bathroom, Lots Of Space, Close To Many Amenities, Parking, Locker. Gym, Sauna, Library. Ttc In Front Of The Building, Community Centers And Very Quiet Location! Stove, Fridge, Washer, Dryer, Existing Elf's &amp; Window Covers.""",https://www.realmaster.com/en/toronto-on/235-grandravine-dr/1204-glenfield-jane-heights-TRBW5087917?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"1204 235 Grandravine Dr, Toronto, Ontario, M3N1J2"
4358,18 Sommerset Way 813 | Apartment For Sale,C4973281,for sale,Residential Apartment,6,20201030,,,"799,900",2,2,0,1000-1199,Nw,Exclusive105Owned43,Exclusive,741,"Luxury Corner Two Bedrooms , 2 Baths Suite Approx 1100 Sq Ft + Balcony. Two  Parking Spots &amp; Locker! Renovated With Gleaming Hardwood Floors, Freshly Painted Throughout. Gourmet Style Kitchen W/ European Style Custom Built High Gloss Cabinets, S/S Appliances, Granite Counter &amp; Backsplash. Great Split Bedrooms Layout. State Of The Art Amenities Incl: Pool, Sauna, Game Room, 24 Hrs Gatehouse Security &amp; More. Steps To Subway &amp; Ttc. Earl Haig Ss &amp; Mckee Ps All Existing Appliances : S/S Fridge , Stove , Range Hood. B/I Dishwasher. Washer &amp; Dryer. All Elf's . All Window Coverings. Locker #810 Located Near The Unit On 8th Floor.""",https://www.realmaster.com/en/toronto-on/18-sommerset-way/813-willowdale-east-TRBC4973281?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"813 18 Sommerset Way, Toronto, Ontario, M2N6X5"
4359,111 Elizabeth St 1808 | Apartment For Sale,C5083981,for sale,Residential Apartment,15,20210113,,,"699,900",1,1,0,600-699,E,Owned,Owned,441.78,"Heart Of Downtown, Absolute Prime Location, Bright/Spacious/Quiet And Luxury Unit, Unique Fully Open Concept Layout, Steps To Subway, Universities, Hospitals, Financial District And Shopping Mall. 9' Ceiling, Renovated With Engineering Flooring, Luxury Tiles, Glass Shower And Luxury Vanity. 24 Hrs Concierge, Indoor Pool, Party Room, Gym Room, Guest Room, More Than Enough Visitor Parking! Heat Pump Is Owned And No Monthly Fees! Furniture Is Virtual. Fridge, B/I Stove, B/I Microwave, 2 In 1 Washer &amp; Dryer, B/I Dishwasher""",https://www.realmaster.com/en/toronto-on/111-elizabeth-st/1808-bay-street-corridor-TRBC5083981?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"1808 111 Elizabeth St, Toronto, Ontario, M5G1P7"
4360,11 Wincott Dr 1215 | Apartment For Sale,W5087815,for sale,Residential Apartment,12,20210118,,,"518,888",2,1,0,1000-1199,E,Exclusive297,None,694.61,"Gorgeously Finished Condo. Shows 11/10! 2 Bed+Den. 1 Bathroom. 1 Parking. Close To Groceries, Restaurants, Hwy 401, Ttc.  Just Move In! Safe, Secure Building With Security On Site. Multiple Scenic 12th Storey Views (Windows On Both Ends!!) Cn Tower View!  Privacy Galore = Corner/End Unit!! Amenities: Pool, Party Rm, Gym, Basketball Court &amp; Much More! Fridge, Stove, Dishwasher, Hood, Microwave, Centre Island. All Window Coverings And Light Fixtures As Shown/Seen.""",https://www.realmaster.com/en/toronto-on/11-wincott-dr/1215-kingsview-village-the-westway-TRBW5087815?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"1215 11 Wincott Dr, Toronto, Ontario, M9R2R9"
4361,2045 Lake Shore Blvd 911 | Apartment For Sale,W5087809,for sale,Residential Apartment,11,20210118,,,"759,999",1,1,0,900-999,Ne,Owned77,Owned,965.63,"Luxury Unit And Building Filled With 5-Star Amenities. Located On The Shores Of Lake Ontario. The Palace Pier Voted #1 Condo Residence In 2020. 920 Sqft 1 Bedroom With New Floors, S/S Appliances, Large Balcony, Beautiful Sunsets. Valet Parking, Shuttle Bus To Downtown, Gourmet Restaurant, Spa, Tennis, And Much More. 1 Parking And Locker Included. S/S Fridge, S/S Stove, S/S Dishwasher, New Washer &amp; Dryer, All Electric Light Fixtures, Ensuite Storage As Well As Locker. Maintenance Fees Include All Utilities. All Furniture Negotiable.""",https://www.realmaster.com/en/toronto-on/2045-lake-shore-blvd/911-mimico-TRBW5087809?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"911 2045 Lake Shore Blvd, Toronto, Ontario, M8V2Z6"
4362,68 Winston Park Blvd 58 | Townhouse For Sale,W5087354,for sale,Residential Townhouse,2,20210118,,,"588,888",1,2,1,800-899,S,Owned,Owned,415.67,"Stunning Real Estate Property 1+1 Unit Near Yorkdale Mall. This Charming Townhome Features 9 Ft Smooth Ceilings, Stainless Steel Appliances, Laminate Floors With Open Concept Layout. This Unit Has Southern Exposure &amp; Facing Winston Park Blvd And Unobstructed Views From Your Own 220 Sq Ft Private Terrace With Bbq Hook Up. Close To All The Major Amenities, Steps To Ttc And Public Transit. 3 Km To Public School. All Elfs, Window Coverings, Fridge, Stove, Dishwasher, Washer, Dryer.""",https://www.realmaster.com/en/toronto-on/68-winston-park-blvd/58-downsview-roding-cfb-TRBW5087354?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"58 68 Winston Park Blvd, Toronto, Ontario, M3K1C3"
4363,234 Albion Rd 403 | Apartment For Sale,W5087347,for sale,Residential Apartment,4,20210118,,,"499,999",3,2,0,1000-1199,Se,Owned,None,1002.38,"Welcome To This Stunning Completely Chic Renovated 3 Bedroom, 2 Washroom Condo Which Features An Open Concept Floor Plan With Luxury Flooring Throughout, Custom Kitchen Cabinetry With Quartz Countertops And Brand New Samsung Appliances Which Include 10Yr Warranty, Led Potlights Featuring A Custom Feature Wall With Wainscoting, Upgraded Washroom W/Chic Porcelain Tiles And New Moen Fixtures. Amazing Balcony Views With Humber River Views Over 70K In Upgrades!!! Brand New Stainless Steel Appliances: Fridge, Stove, Dishwasher, Exhaust Fan, Microwave. Brand New Washer &amp; Dryer. New Blinds Installed, New Lighting Fixtures.""",https://www.realmaster.com/en/toronto-on/234-albion-rd/403-elms-old-rexdale-TRBW5087347?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"403 234 Albion Rd, Toronto, Ontario, M9W6A5"
4364,2835 Islington Ave 303 | Apartment For Sale,W5080755,for sale,Residential Apartment,3,20210111,,,"495,000",3,2,0,1200-1399,W,Owned42,None,599.99,"Spacious, Bright, 3 Bedrooms. Ensuite Laundry, Open Balcony, Underground Parking, Stunning View. Ideal For First Time Home Buyers, Walking Distance To Park, Ttc Transit On The Doorstep, Close To Hospitals, Highways, Malls, School, College And University &amp; Airport. Daycare Is Available In 2825 Islington Avenue.  Inc. Fridge, Stove, Dishwasher, Washer &amp; Dryer, Light &amp; Fixtures And Window Coverings. Desirable Neighborhood, Building With Lot Of Amenities, Gym, Party Room, Laundry Room, Sauna, Pool Table, Table Tennis And Security. Email Offers: Pkadyan@Hotmail.Com""",https://www.realmaster.com/en/toronto-on/2835-islington-ave/303-humber-summit-TRBW5080755?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"303 2835 Islington Ave, Toronto, Ontario, M9L2K2"
4365,234 Albion Rd 1406 | Apartment For Sale,W5079792,for sale,Residential Apartment,13,20210108,,,"389,900",2,1,1,1000-1199,Nw,Exclusive125,None,918.33,"Wow! Beautiful 2 Bedroom Plus Den At A Highly Desirable Weston And 401 Area. Den Can Be Converted Into A Third Bedroom. Perfect For A Growing Family. Well-Maintained Apartment With Easy Access To The 401, 400 And 427. Open Balcony With Stunning Views. Close To Parks, Golf Course And Shopping Centres. Public Transit And Schools Within Walking Distance. **Dont Miss It** Fridge, Stove, Washer/Dryer, All Elfs And Window Coverings.""",https://www.realmaster.com/en/toronto-on/234-albion-rd/1406-elms-old-rexdale-TRBW5079792?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"1406 234 Albion Rd, Toronto, Ontario, M9W6A5"
4366,2118 Bloor St W 404 | Apartment For Sale,W5076608,for sale,Residential Apartment,4,20210106,,,"1,000,000",2,2,0,900-999,Se,Owned,Owned,785,"For More Info Click Multimedia - New Build Executive Corner Suite In A Fantastic Location Overlooking High Park. Vews Of The Cn Tower, And The Highest Quality Finishes, This Suite Stands Out From The Rest! Custom Lutron Smart Motorized Blinds And Lighting, Upgraded Flooring And Appliances, And Much More. A+ Building And Location. - For More Info Click Multimedia """,https://www.realmaster.com/en/toronto-on/2118-bloor-st-w/404-high-park-north-TRBW5076608?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"404 2118 Bloor St W, Toronto, Ontario, M6S0A6"
4367,1100 Briar Hill Ave 304 | Townhouse For Sale,W4996294,for sale,Residential Townhouse,3,20201120,,,"769,000",2,2,0,1000-1199,W,Owned32,Owned,395.21,"Do Not Miss Out On This Beautiful 1085 Sq. Ft. Stacked Townhome. It Has 2 Bedrooms, 2 Washrooms, With A Large Eating And Living Area. This Property Has All Of The Amenities One Could Imagine, Including A 233 Sq. Ft. Rooftop Terrace Suitable For Outdoor Summer Dining. This Property Is Situated On The Edge Of Toronto's Design District, And Is Very Accessible To Bus Routes, The Subway, Yorkdale Mall, Schools, And Many More. See The Virtual Tour For Yourself! Extras: All Kitchen Appliances, All Elf's, Washer &amp; Dryer""",https://www.realmaster.com/en/toronto-on/1100-briar-hill-ave/304-briar-hill-belgravia-TRBW4996294?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"304 1100 Briar Hill Ave, Toronto, Ontario, M6B 0A9"
4368,201 Carlaw Ave L06 | Apartment For Sale,E5087878,for sale,Residential Apartment,L,20210118,,,"495,000",1,1,0,500-599,W,Owned,Owned,422.15,"Own A Piece Of The Historic The Landmark Printing Factory Lofts (1913) In The Heart Of Sought After Leslieville! With Original Exposed Brick,10Ft Ceilings, Polished Concrete Floors, Locker (8X6Ft), 2 Bike Racks. Lots Of Storage, Ss Appliances, Granite Counter. Steps To The Street Car, Dvp And Surrounded By Funky And Fabulous Restaurants! One Of The Coolest Neighborhoods In Toronto! """,https://www.realmaster.com/en/toronto-on/201-carlaw-ave/l06-south-riverdale-TRBE5087878?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"L06 201 Carlaw Ave, Toronto, Ontario, M4M2S1"
4369,3380 Eglinton Ave E 1001 | Apartment For Sale,E5085563,for sale,Residential Apartment,10,20210113,,,"405,000",2,2,0,1000-1199,W,Common,Exclusive,635.88,"Property Was Rented. Need Deep Cleaning And Fixing .Room Sizes And Property Tax Are As Per Seller. Fridge, Coil Top Stove,Stackable Washer Dryer All As Is Condition.Existing Light Fixtures And Window Curtains""",https://www.realmaster.com/en/toronto-on/3380-eglinton-ave-e/1001-scarborough-village-TRBE5085563?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"1001 3380 Eglinton Ave E, Toronto, Ontario, M1J3L6"
4370,3311 Kingston Rd 1012 | Apartment For Sale,E5080544,for sale,Residential Apartment,10,20210110,,,"399,000",1,1,0,600-699,Sw,Exclusive27,Exclusive,492.07,"** Rarely Offered Corner One Bedroom With Spectuacular South West  *L*A*K*E*V*I*E*W* &amp; Breathtaking City Night View Of Cn Tower**Largest One Bedroom Unit In Building**Corner Unit**Enclosed Balcony**Sought-After Building**Maintenance Includes All Utilities + Cable Tv**One Underground Parking Spot &amp; One Locker Included**Amenities Include: Outdoor Pool, Gym, Sauna, Recreation Room, Park, Playground**Steps To Ttc, Shopping, Schools, Close To Go Station, Lake ** Refrigerator, Stove ** Many Walking Trails To Bluffs &amp; Lake **""",https://www.realmaster.com/en/toronto-on/3311-kingston-rd/1012-scarborough-village-TRBE5080544?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=76,"1012 3311 Kingston Rd, Toronto, Ontario, M1M 1R1"
4371,105 Hickorynut Dr | House For Sale,C5096492,for sale,Residential House,,20210128,,,"888,000",3,2,0,,E,,,,"Located In The Heart Of Pleasant View, Sitting On A Quiet Street, Mins To Highway 404, 401, Cherokee Public School, Our Lady Of Mount Carmel, St. Gerald Catholic School, Seneca, Fairview Mall, Shawnee Park,  Don Mills Subway, Ttc, Stores, Shopping Malls, All You Can List. Spacious And Fully Functional Layout. Living Room With Large Window And Look Out To The Front Yard. Walk Out To Patio, Walk-Out Basement W Separate Entrance, Decent Potential Rental Income! Appliances, Elfs, Window Coverings. Freezer In Basement Storage.""",https://www.realmaster.com/en/toronto-on/105-hickorynut-dr/pleasant-view-TRBC5096492?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"105 Hickorynut Dr, Toronto, Ontario, M2J4W6"
4372,20 Elderwood Dr | House For Sale,C4979237,for sale,Residential House,,20201104,,,"6,888,000",3,5,2,3500-5000,N,,,,"*Spectacular/Elegance C/Built New Home By Lorne Rose &amp; Cmid Design In Heart Of Forest Hill On Quiet Street*6,430 Sf Living*Hi Quality Materials&amp;Super Luxurious Finishing*Private Elevator*All Generous Rm Sizes-Spacious&amp;Bright*W2W French Drs&amp;F2C Wdws*Hi Ceilings(10.5' Main/9.5' 2nd/9' Bsmt)*Dream Kit W/Top-Of-Line Appls/Pantry/Severy*Extra Large W/I Closets/Mud Room*Multi Purpose Rms In Bsmt*Steps To Best Schools(Bss/Ucc/Fhps/Fhci)*Fh Village/Ttc/Subway Nearby *Provisions 4 Future 3rd Flr(2300Sf) &amp; Outdoor Swimming Pool*Limestone Facade*Ib Stock Brick Fm Uk*U/G Sprinkler*Power Generator*Heated Driveway/Garage/Front Porch&amp;Bkyd Terrace*Heated Bsmt Flr/Tiled Areathou-Out*Control4 Smart Hm*E-Levator""",https://www.realmaster.com/en/toronto-on/20-elderwood-dr/forest-hill-south-TRBC4979237?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"20 Elderwood Dr, Toronto, Ontario, M5P1W5"
4373,283 Adelaide Street West 02 | Condo Apt For Sale,,for sale,Residential Condo Apt,,20210123,,,"1,339,000",3,2,1,1100-1500,SW,,,,"超值楼花转让，著名开发商Pinnacle International在市中心科技区地址283 Adelaide St W建造The PJ condo，40层以上接近顶层西南朝向室内面积1370平尺的3室2卫1书房1厅1储藏间。书房尺寸可做第四卧室，更高租金。户型方正布局合理无浪费空间，包全屋窗帘，预计明年春季入住。周围现房单价均价1200，这套单元仅叫价133.9万，抛去楼层和储藏间，单价仅900多。还等什么？快！快！""",https://www.realmaster.com/en/toronto-on/283-adelaide-street-west/02-RM1-37095?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"02 283 Adelaide Street West, Toronto, Ontario, M5V 2E2"
4374,47 Tineta Cres | House For Sale,E5098699,for sale,Residential House,,20210130,,,"699,000",3,3,1,,S,,,,"Bright Open Concept 3 Bedroom W/ Finished Walkout Basement W/ Separate Entrance, That Can Easily Be Converted Into An Basement Apartment. Rarely 200 Feet Deep Lot With Private Yard &amp; 14.5' X 8' Deck. A Quiet Neighborhood Area Conveniently Located Near Schools, Scarborough Town Centre Mall, Public Transit And Hwy 401. Must See! Appliances:  Fridge,  Stove, Range Hood, Washer &amp; Dryer, Elfs. Garage Door Opener, Hwt (Rental)""",https://www.realmaster.com/en/toronto-on/47-tineta-cres/agincourt-south-malvern-west-TRBE5098699?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"47 Tineta Cres, Toronto, Ontario, M1S2Y5"
4375,55 Ann O'reilly Road | Condo Apt For Sale,,for sale,Residential Condo Apt,20,20210125,,,"689,000",2,2,1,700-799,NE,,,458,"暗盘代售，Tridel打造，55 Ann O’reilly高级公寓，高层2+1户型，方正宽敞维护佳，视野开阔，大Oversized车位，可并排停两辆车！实价$689,900🔥🔥视频云看房+户型图Available。WX:Deven-chen""",https://www.realmaster.com/en/toronto-on/55-ann-oreilly-road/RM1-37157?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"55 Ann O'reilly Road, Toronto, Ontario, M2J 5B5"
4376,935 Sheppard Ave W 313 | Apartment For Sale,C4989542,for sale,Residential Apartment,3,20201113,,,"739,000",2,2,0,900-999,Ne,OwnedOwned,Owned,520.53,"Stunning &amp; Rarely Available Corner * First Time To The Market * Wonderfully Spacious &amp; Bright, 2 Bedroom, 2 Bathroom * Fabulous Layout With Living &amp; Dining Room Open To The Kitchen * Two Parkings &amp; Locker * Walk To The Subway And Downsview Park All Elfs, All Window Coverings , Washer, Dryer, Dishwasher, Fridge, Stove, Hood Vent. Two Parkings! Locker""",https://www.realmaster.com/en/toronto-on/935-sheppard-ave-w/313-clanton-park-TRBC4989542?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"313 935 Sheppard Ave W, Toronto, Ontario, M3H2T7"
4377,1888 Bayview Ave 810 | Apartment For Sale,C4975646,for sale,Residential Apartment,8,20201102,,,"1,498,000",2,2,0,1400-1599,Se,Owned13,Owned,1210.22,"*Simply Spectacular!* Luxurious Living In This Lawrence Park Mid-Rise Enclave* Light-Filled, Sub-Penthouse Corner Suite With 10 Ft Ceilings* Walls Of Windows &amp; Tree-Top Se Views* Well-Designed, Open-Concept Plan - Ideal For Entertaining!* Stunning Eat-In Kitchen* Spacious Sun-Filled Balcony*Split-Wing Bedrooms* Laundry With Tub* Custom Window Treatments* Timeless Elegance*Steps To The Elevator &amp; R/I Electric Car Charging Parking &amp; Locker* Unpack &amp; Enjoy!* *Tridel Quality-Built* Fabulous 24/7 Concierge* Indoor Pool, Gym, Party &amp; Private Dining Rooms, Visitor Parking* 2 Pets Up To 40Lbs*Large Reserve Fund*Steps To Ravine Trails, Whole Foods, Hospital* Easy Access To Ttc, Future Lrt, Dvp &amp; 401*""",https://www.realmaster.com/en/toronto-on/1888-bayview-ave/810-bridle-path-sunnybrook-york-mills-TRBC4975646?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"810 1888 Bayview Ave, Toronto, Ontario, M4G0A7"
